id,name,datetime,updated_date,lat,lng,city,province
251,新华街道田美村,2020/02/22 12:14:33,2020-02-16,23.390519,113.228046,广州市,广东省
252,东环街道金山谷花园,2020/02/22 12:14:33,2020-02-15,22.974286,113.343182,广州市,广东省
253,钟村街道倚翠苑,2020/02/22 12:14:33,2020-02-15,22.968035,113.308998,广州市,广东省
254,红山街道红荔西路,2020/02/22 12:14:33,2020-02-15,23.084950,113.496867,广州市,广东省
255,云埔街道榕村西街,2020/02/22 12:14:33,2020-02-15,23.110617,113.546223,广州市,广东省
256,江高镇神山北街,2020/02/22 12:14:33,2020-02-15,23.334100,113.178671,广州市,广东省
257,猎德街道猎德花园,2020/02/22 12:14:33,2020-02-15,23.114037,113.335669,广州市,广东省
258,赤岗街道石榴岗路,2020/02/22 12:14:33,2020-02-02,23.084981,113.340247,广州市,广东省
259,市桥街道仓边大街,2020/02/22 12:14:33,2020-02-13,22.945959,113.369499,广州市,广东省
260,花城街道茶园路,2020/02/22 12:14:33,2020-02-13,23.388021,113.215297,广州市,广东省
261,棠下街道棠德花苑,2020/02/22 12:14:33,2020-02-13,23.133453,113.383580,广州市,广东省
262,江南中街道南村聚源八巷,2020/02/22 12:14:33,2020-02-08,23.098460,113.269492,广州市,广东省
263,市桥街道维也纳国际酒店市桥中心店,2020/02/22 12:14:33,2020-02-12,22.941166,113.366509,广州市,广东省
264,市桥街道维也纳市桥中心店,2020/02/22 12:14:33,2020-02-03,22.941198,113.366515,广州市,广东省
265,多宝街道御景壹号,2020/02/22 12:14:33,2020-02-05,23.111074,113.233963,广州市,广东省
266,昌岗中路76号,2020/02/22 12:14:33,2020-02-04,23.084070,113.265538,广州市,广东省
267,永平街道百顺北路,2020/02/22 12:14:33,2020-02-11,23.235798,113.297299,广州市,广东省
268,江高镇珠江村新贝路,2020/02/22 12:14:33,2020-02-11,23.254001,113.213617,广州市,广东省
269,瑞宝街道瑞源街,2020/02/22 12:14:33,2020-02-11,23.078862,113.294087,广州市,广东省
270,光塔街道起义路,2020/02/22 12:14:33,2020-02-11,23.122887,113.264216,广州市,广东省
